종별,재난규모,접수시각,재난지점,관할서/관할구역
구급,1차출동,2020-12-31 23:48,부산광역시 부산진구 범천동,부산진소방서/범일119안전센터
구급,1차출동,2020-12-31 23:34,부산광역시 북구 화명동,북부소방서/화명119안전센터
구급,1차출동,2020-12-31 23:28,부산광역시 연제구 거제동,동래소방서/수안119안전센터
기타,1차출동,2020-12-31 23:18,부산광역시 동래구 명장동,금정소방서/서동119안전센터
구급,1차출동,2020-12-31 23:16,부산광역시 동구 범일동,부산진소방서/범일119안전센터
구조,1차출동,2020-12-31 23:16,부산광역시 사상구 감전동,북부소방서/감전119안전센터
구급,1차출동,2020-12-31 23:11,부산광역시 부산진구 개금동,부산진소방서/가야119안전센터
구급,1차출동,2020-12-31 23:10,부산광역시 사하구 장림동,사하소방서/신평119안전센터
구급,1차출동,2020-12-31 23:07,부산광역시 수영구 남천동,남부소방서/대연119안전센터
구급,1차출동,2020-12-31 23:04,부산광역시 남구 대연동,남부소방서/감만119안전센터
구급,1차출동,2020-12-31 23:04,부산광역시 동구 수정동,부산진소방서/안창119안전센터
구급,1차출동,2020-12-31 22:48,부산광역시 해운대구 중동,해운대소방서/중동119안전센터
구조,1차출동,2020-12-31 22:47,부산광역시 연제구 연산동,동래소방서/연산119안전센터
구급,1차출동,2020-12-31 22:45,부산광역시 해운대구 재송동,해운대소방서/우동119안전센터
구급,1차출동,2020-12-31 22:45,부산광역시 서구 암남동,중부소방서/충무119안전센터
화재,1차출동,2020-12-31 22:43,부산광역시 중구 부평동3가,중부소방서/창선119안전센터
구급,1차출동,2020-12-31 22:43,부산광역시 해운대구 반여동,해운대소방서/반여119안전센터
구급,1차출동,2020-12-31 22:42,부산광역시 부산진구 전포동,부산진소방서/부전119안전센터
구급,1차출동,2020-12-31 22:38,부산광역시 기장군 장안읍 좌천리,기장소방서/장안119안전센터
구조,1차출동,2020-12-31 22:37,부산광역시 연제구 연산동,동래소방서/연산119안전센터
구급,1차출동,2020-12-31 22:37,부산광역시 사하구 하단동,사하소방서/하단119안전센터
구조,1차출동,2020-12-31 22:34,부산광역시 사하구 다대동,사하소방서/다대119안전센터
화재,1차출동,2020-12-31 22:30,부산광역시 수영구 수영동,남부소방서/망미119안전센터
구급,1차출동,2020-12-31 22:30,부산광역시 영도구 신선동3가,항만소방서/영선119안전센터
구급,1차출동,2020-12-31 22:28,부산광역시 북구 만덕동,북부소방서/만덕119안전센터
구급,1차출동,2020-12-31 22:28,부산광역시 부산진구 범천동,부산진소방서/범일119안전센터
구급,1차출동,2020-12-31 22:15,부산광역시 사상구 주례동,북부소방서/주례119안전센터
구급,1차출동,2020-12-31 22:15,부산광역시 해운대구 중동,해운대소방서/중동119안전센터
구급,1차출동,2020-12-31 22:14,부산광역시 부산진구 개금동,부산진소방서/당감119안전센터
구급,1차출동,2020-12-31 22:13,부산광역시 금정구 서동,금정소방서/서동119안전센터
구급,1차출동,2020-12-31 22:12,부산광역시 서구 부민동3가,중부소방서/부민119안전센터
화재,1차출동,2020-12-31 22:11,부산광역시 남구 대연동,남부소방서/대연119안전센터
구급,1차출동,2020-12-31 22:10,부산광역시 부산진구 범천동,부산진소방서/범일119안전센터
구급,1차출동,2020-12-31 22:07,부산광역시 금정구 남산동,금정소방서/남산119안전센터
구급,1차출동,2020-12-31 22:07,부산광역시 사하구 하단동,사하소방서/하단119안전센터
구급,1차출동,2020-12-31 22:06,부산광역시 사하구 하단동,사하소방서/하단119안전센터
기타,1차출동,2020-12-31 22:04,부산광역시 기장군 기장읍 시랑리,기장소방서/송정119안전센터
구급,1차출동,2020-12-31 22:04,부산광역시 해운대구 송정동,기장소방서/송정119안전센터
구급,1차출동,2020-12-31 22:02,부산광역시 동구 좌천동,부산진소방서/수정119안전센터
구급,1차출동,2020-12-31 22:01,부산광역시 북구 금곡동,북부소방서/금곡119안전센터
구급,1차출동,2020-12-31 22:01,부산광역시 북구 만덕동,북부소방서/만덕119안전센터
구급,1차출동,2020-12-31 21:58,부산광역시 금정구 남산동,금정소방서/남산119안전센터
구급,1차출동,2020-12-31 21:58,부산광역시 수영구 수영동,남부소방서/망미119안전센터
구급,1차출동,2020-12-31 21:54,부산광역시 금정구 금사동,금정소방서/서동119안전센터
구급,1차출동,2020-12-31 21:51,부산광역시 부산진구 전포동,부산진소방서/부전119안전센터
구급,1차출동,2020-12-31 21:47,부산광역시 수영구 광안동,남부소방서/광안119안전센터
기타,1차출동,2020-12-31 21:45,부산광역시 영도구 남항동1가,항만소방서/영선119안전센터
구급,1차출동,2020-12-31 21:41,부산광역시 남구 문현동,부산진소방서/범일119안전센터
구급,1차출동,2020-12-31 21:40,부산광역시 북구 만덕동,북부소방서/만덕119안전센터
구급,1차출동,2020-12-31 21:39,부산광역시 남구 문현동,부산진소방서/범일119안전센터
화재,1차출동,2020-12-31 21:33,부산광역시 사하구 하단동,사하소방서/하단119안전센터
기타,1차출동,2020-12-31 21:31,부산광역시 사하구 하단동,사하소방서/하단119안전센터
구조,1차출동,2020-12-31 21:31,부산광역시 서구 서대신동2가,중부소방서/부민119안전센터
구급,1차출동,2020-12-31 21:30,부산광역시 북구 화명동,북부소방서/화명119안전센터
구급,1차출동,2020-12-31 21:30,부산광역시 사하구 괴정동,사하소방서/괴정119안전센터
구급,1차출동,2020-12-31 21:28,부산광역시 사상구 학장동,북부소방서/학장119안전센터
구조,1차출동,2020-12-31 21:25,부산광역시 남구 용호동,남부소방서/용당119안전센터
구급,1차출동,2020-12-31 21:24,부산광역시 동구 좌천동,부산진소방서/수정119안전센터
구급,1차출동,2020-12-31 21:21,부산광역시 수영구 광안동,남부소방서/광안119안전센터
구급,1차출동,2020-12-31 21:21,부산광역시 동래구 낙민동,동래소방서/수안119안전센터
구급,1차출동,2020-12-31 21:18,부산광역시 남구 문현동,부산진소방서/범일119안전센터
구급,1차출동,2020-12-31 21:17,부산광역시 동래구 명륜동,동래소방서/수안119안전센터
구급,1차출동,2020-12-31 21:15,부산광역시 동래구 명장동,동래소방서/수안119안전센터
구급,1차출동,2020-12-31 21:13,부산광역시 수영구 광안동,남부소방서/광안119안전센터
구급,1차출동,2020-12-31 21:12,부산광역시 부산진구 범천동,부산진소방서/범일119안전센터
구급,1차출동,2020-12-31 21:10,부산광역시 북구 화명동,북부소방서/화명119안전센터
구급,1차출동,2020-12-31 21:09,부산광역시 연제구 거제동,동래소방서/수안119안전센터
구급,1차출동,2020-12-31 21:04,부산광역시 강서구 대저1동,강서소방서/대저119안전센터
기타,1차출동,2020-12-31 21:02,부산광역시 남구 문현동,부산진소방서/범일119안전센터
구급,1차출동,2020-12-31 21:01,부산광역시 부산진구 전포동,부산진소방서/부전119안전센터
구급,1차출동,2020-12-31 21:01,부산광역시 북구 만덕동,북부소방서/만덕119안전센터
구급,1차출동,2020-12-31 20:59,부산광역시 부산진구 양정동,동래소방서/양정119안전센터
기타,1차출동,2020-12-31 20:58,부산광역시 부산진구 전포동,부산진소방서/부전119안전센터
구급,1차출동,2020-12-31 20:57,부산광역시 북구 덕천동,북부소방서/구포119안전센터
구급,1차출동,2020-12-31 20:49,부산광역시 부산진구 초읍동,부산진소방서/부암119안전센터
구급,1차출동,2020-12-31 20:49,부산광역시 북구 금곡동,북부소방서/금곡119안전센터
구급,1차출동,2020-12-31 20:49,부산광역시 사하구 장림동,사하소방서/신평119안전센터
구급,1차출동,2020-12-31 20:47,부산광역시 동래구 수안동,동래소방서/수안119안전센터
구급,1차출동,2020-12-31 20:44,부산광역시 동래구 낙민동,동래소방서/수안119안전센터
구급,1차출동,2020-12-31 20:35,부산광역시 부산진구 양정동,동래소방서/양정119안전센터
구급,1차출동,2020-12-31 20:26,부산광역시 금정구 서동,금정소방서/서동119안전센터
구급,1차출동,2020-12-31 20:24,부산광역시 사하구 감천동,사하소방서/감천119안전센터
구급,1차출동,2020-12-31 20:24,부산광역시 중구 부평동2가,중부소방서/창선119안전센터
구급,1차출동,2020-12-31 20:24,부산광역시 중구 부평동1가,중부소방서/창선119안전센터
구조,1차출동,2020-12-31 20:21,부산광역시 영도구 동삼동,항만소방서/동삼119안전센터
구급,1차출동,2020-12-31 20:21,부산광역시 기장군 기장읍 내리,기장소방서/송정119안전센터
구급,1차출동,2020-12-31 20:18,부산광역시 남구 용호동,남부소방서/용당119안전센터
구조,1차출동,2020-12-31 20:17,부산광역시 해운대구 좌동,해운대소방서/좌동119안전센터
기타,1차출동,2020-12-31 20:15,부산광역시 부산진구 가야동,부산진소방서/가야119안전센터
구급,1차출동,2020-12-31 20:13,부산광역시 동래구 칠산동,동래소방서/수안119안전센터
구급,1차출동,2020-12-31 20:01,부산광역시 사하구 괴정동,사하소방서/괴정119안전센터
구급,1차출동,2020-12-31 20:00,부산광역시 사하구 괴정동,사하소방서/괴정119안전센터
구급,1차출동,2020-12-31 19:59,부산광역시 사상구 주례동,북부소방서/주례119안전센터
기타,1차출동,2020-12-31 19:58,부산광역시 기장군 기장읍 신천리,기장소방서/기장119안전센터
구급,1차출동,2020-12-31 19:58,부산광역시 금정구 금사동,금정소방서/서동119안전센터
구급,1차출동,2020-12-31 19:57,부산광역시 동구 좌천동,항만소방서/부두119안전센터
구조,1차출동,2020-12-31 19:56,부산광역시 사상구 주례동,북부소방서/주례119안전센터
구조,1차출동,2020-12-31 19:56,부산광역시 영도구 청학동,항만소방서/청학119안전센터
구급,1차출동,2020-12-31 19:56,부산광역시 영도구 청학동,항만소방서/청학119안전센터
구조,1차출동,2020-12-31 19:54,부산광역시 사하구 괴정동,사하소방서/괴정119안전센터
구조,1차출동,2020-12-31 19:51,부산광역시 해운대구 우동,해운대소방서/센텀119안전센터
구조,1차출동,2020-12-31 19:50,부산광역시 서구 동대신동3가,중부소방서/부민119안전센터
구급,1차출동,2020-12-31 19:50,부산광역시 사하구 다대동,사하소방서/다대119안전센터
구급,1차출동,2020-12-31 19:44,부산광역시 부산진구 부전동,부산진소방서/부전119안전센터
구급,1차출동,2020-12-31 19:40,부산광역시 북구 화명동,북부소방서/화명119안전센터
구조,1차출동,2020-12-31 19:38,부산광역시 영도구 동삼동,항만소방서/동삼119안전센터
구급,1차출동,2020-12-31 19:34,부산광역시 남구 용호동,남부소방서/용당119안전센터
구조,1차출동,2020-12-31 19:33,부산광역시 사하구 감천동,사하소방서/감천119안전센터
구조,1차출동,2020-12-31 19:33,부산광역시 사하구 감천동,사하소방서/감천119안전센터
구급,1차출동,2020-12-31 19:33,부산광역시 기장군 기장읍 연화리,기장소방서/기장119안전센터
구조,1차출동,2020-12-31 19:32,부산광역시 사상구 주례동,북부소방서/주례119안전센터
기타,1차출동,2020-12-31 19:31,부산광역시 금정구 장전동,금정소방서/부곡119안전센터
구급,1차출동,2020-12-31 19:27,부산광역시 부산진구 개금동,부산진소방서/가야119안전센터
구급,1차출동,2020-12-31 19:26,부산광역시 연제구 연산동,동래소방서/양정119안전센터
화재,1차출동,2020-12-31 19:24,부산광역시 수영구 광안동,남부소방서/망미119안전센터
구급,1차출동,2020-12-31 19:16,부산광역시 부산진구 전포동,부산진소방서/부전119안전센터
구급,1차출동,2020-12-31 19:15,부산광역시 해운대구 우동,해운대소방서/센텀119안전센터
구급,1차출동,2020-12-31 19:15,부산광역시 부산진구 부전동,부산진소방서/부전119안전센터
구급,1차출동,2020-12-31 19:14,부산광역시 부산진구 부전동,부산진소방서/부전119안전센터
구급,1차출동,2020-12-31 19:13,부산광역시 해운대구 우동,해운대소방서/센텀119안전센터
구급,1차출동,2020-12-31 19:12,부산광역시 사상구 엄궁동,북부소방서/학장119안전센터
구급,1차출동,2020-12-31 19:11,부산광역시 금정구 구서동,금정소방서/부곡119안전센터
구급,1차출동,2020-12-31 19:08,부산광역시 금정구 부곡동,금정소방서/부곡119안전센터
구급,1차출동,2020-12-31 19:05,부산광역시 금정구 구서동,금정소방서/부곡119안전센터
구급,1차출동,2020-12-31 19:05,부산광역시 금정구 회동동,금정소방서/서동119안전센터
구급,1차출동,2020-12-31 19:05,부산광역시 사하구 하단동,사하소방서/하단119안전센터
구급,1차출동,2020-12-31 19:02,부산광역시 수영구 망미동,남부소방서/망미119안전센터
구급,1차출동,2020-12-31 19:01,부산광역시 사하구 다대동,사하소방서/다대119안전센터
구급,1차출동,2020-12-31 19:00,부산광역시 영도구 동삼동,항만소방서/동삼119안전센터
구급,1차출동,2020-12-31 19:00,부산광역시 북구 구포동,북부소방서/구포119안전센터
구급,1차출동,2020-12-31 18:59,부산광역시 부산진구 범천동,부산진소방서/범일119안전센터
구급,1차출동,2020-12-31 18:54,부산광역시 동구 수정동,부산진소방서/수정119안전센터
구급,1차출동,2020-12-31 18:52,부산광역시 강서구 신호동,강서소방서/신호119안전센터
구급,1차출동,2020-12-31 18:52,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2020-12-31 18:52,부산광역시 사상구 학장동,북부소방서/학장119안전센터
구급,1차출동,2020-12-31 18:51,부산광역시 사하구 장림동,사하소방서/신평119안전센터
구급,1차출동,2020-12-31 18:51,부산광역시 수영구 광안동,남부소방서/광안119안전센터
구급,1차출동,2020-12-31 18:50,부산광역시 북구 구포동,북부소방서/모라119안전센터
구급,1차출동,2020-12-31 18:49,부산광역시 부산진구 개금동,부산진소방서/가야119안전센터
구급,1차출동,2020-12-31 18:45,부산광역시 해운대구 송정동,기장소방서/송정119안전센터
구급,1차출동,2020-12-31 18:45,부산광역시 금정구 서동,금정소방서/서동119안전센터
구조,1차출동,2020-12-31 18:39,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구조,1차출동,2020-12-31 18:38,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
구급,1차출동,2020-12-31 18:30,부산광역시 북구 화명동,북부소방서/화명119안전센터
구급,1차출동,2020-12-31 18:30,부산광역시 영도구 봉래동1가,항만소방서/영선119안전센터
구급,1차출동,2020-12-31 18:28,부산광역시 북구 금곡동,북부소방서/금곡119안전센터
구급,1차출동,2020-12-31 18:26,부산광역시 영도구 청학동,항만소방서/청학119안전센터
구급,1차출동,2020-12-31 18:21,부산광역시 서구 아미동1가,중부소방서/부민119안전센터
구급,1차출동,2020-12-31 18:19,부산광역시 수영구 광안동,남부소방서/광안119안전센터
구조,1차출동,2020-12-31 18:19,부산광역시 수영구 광안동,남부소방서/광안119안전센터
구급,1차출동,2020-12-31 18:15,부산광역시 연제구 연산동,동래소방서/양정119안전센터
구급,1차출동,2020-12-31 18:14,부산광역시 수영구 광안동,남부소방서/광안119안전센터
구급,1차출동,2020-12-31 18:13,부산광역시 사하구 다대동,사하소방서/다대119안전센터
구급,1차출동,2020-12-31 18:12,부산광역시 중구 영주동,중부소방서/중앙119안전센터
구급,1차출동,2020-12-31 18:10,부산광역시 동구 범일동,부산진소방서/범일119안전센터
구급,1차출동,2020-12-31 18:10,부산광역시 동구 범일동,부산진소방서/범일119안전센터
구급,1차출동,2020-12-31 18:08,부산광역시 금정구 구서동,금정소방서/남산119안전센터
구급,1차출동,2020-12-31 18:08,부산광역시 사하구 다대동,사하소방서/다대119안전센터
구급,1차출동,2020-12-31 18:06,부산광역시 강서구 명지동,강서소방서/신호119안전센터
구급,1차출동,2020-12-31 17:56,부산광역시 중구 부평동4가,항만소방서/청학119안전센터
구조,1차출동,2020-12-31 17:56,부산광역시 동래구 명장동,동래소방서/수안119안전센터
구급,1차출동,2020-12-31 17:55,부산광역시 남구 용호동,남부소방서/용당119안전센터
구급,1차출동,2020-12-31 17:55,부산광역시 사하구 다대동,사하소방서/다대119안전센터
구급,1차출동,2020-12-31 17:52,부산광역시 북구 만덕동,북부소방서/만덕119안전센터
구급,1차출동,2020-12-31 17:46,부산광역시 부산진구 부전동,부산진소방서/부전119안전센터
구급,1차출동,2020-12-31 17:45,부산광역시 사상구 학장동,북부소방서/학장119안전센터
구급,1차출동,2020-12-31 17:44,부산광역시 사하구 당리동,사하소방서/하단119안전센터
구급,1차출동,2020-12-31 17:42,부산광역시 서구 동대신동2가,중부소방서/부민119안전센터
구급,1차출동,2020-12-31 17:42,부산광역시 기장군 정관읍 매학리,기장소방서/정관119안전센터
구급,1차출동,2020-12-31 17:42,부산광역시 기장군 정관읍 매학리,기장소방서/정관119안전센터
구급,1차출동,2020-12-31 17:36,부산광역시 영도구 청학동,항만소방서/청학119안전센터
구급,1차출동,2020-12-31 17:35,부산광역시 부산진구 부암동,부산진소방서/부암119안전센터
구급,1차출동,2020-12-31 17:28,부산광역시 사하구 장림동,사하소방서/신평119안전센터
구급,1차출동,2020-12-31 17:25,부산광역시 남구 감만동,남부소방서/감만119안전센터
기타,1차출동,2020-12-31 17:24,부산광역시 동래구 명장동,금정소방서/서동119안전센터
구급,1차출동,2020-12-31 17:19,부산광역시 해운대구 중동,해운대소방서/중동119안전센터
구급,1차출동,2020-12-31 17:18,부산광역시 북구 금곡동,북부소방서/금곡119안전센터
구급,1차출동,2020-12-31 17:13,부산광역시 사상구 주례동,북부소방서/주례119안전센터
구급,1차출동,2020-12-31 17:11,부산광역시 북구 구포동,북부소방서/구포119안전센터
구급,1차출동,2020-12-31 17:06,부산광역시 부산진구 양정동,동래소방서/양정119안전센터
구급,1차출동,2020-12-31 17:02,부산광역시 서구 서대신동3가,중부소방서/부민119안전센터
구급,1차출동,2020-12-31 16:58,부산광역시 남구 대연동,남부소방서/감만119안전센터
구급,1차출동,2020-12-31 16:56,부산광역시 남구 대연동,남부소방서/대연119안전센터
구급,1차출동,2020-12-31 16:56,부산광역시 남구 대연동,남부소방서/감만119안전센터
구급,1차출동,2020-12-31 16:53,부산광역시 연제구 연산동,동래소방서/양정119안전센터
구급,1차출동,2020-12-31 16:51,부산광역시 수영구 광안동,남부소방서/광안119안전센터
구조,1차출동,2020-12-31 16:49,부산광역시 해운대구 반여동,해운대소방서/반여119안전센터
화재,1차출동,2020-12-31 16:49,부산광역시 금정구 장전동,금정소방서/부곡119안전센터
구급,1차출동,2020-12-31 16:46,부산광역시 북구 금곡동,북부소방서/금곡119안전센터
구급,1차출동,2020-12-31 16:42,부산광역시 강서구 명지동,강서소방서/신호119안전센터
구급,1차출동,2020-12-31 16:39,부산광역시 기장군 기장읍 대라리,기장소방서/기장119안전센터
구급,1차출동,2020-12-31 16:36,부산광역시 사상구 괘법동,북부소방서/삼락119안전센터
구급,1차출동,2020-12-31 16:35,부산광역시 영도구 동삼동,항만소방서/동삼119안전센터
구급,1차출동,2020-12-31 16:34,부산광역시 부산진구 부전동,부산진소방서/부전119안전센터
화재,1차출동,2020-12-31 16:33,부산광역시 사상구 감전동,북부소방서/감전119안전센터
구급,1차출동,2020-12-31 16:31,부산광역시 남구 대연동,남부소방서/대연119안전센터
구급,1차출동,2020-12-31 16:29,부산광역시 남구 문현동,부산진소방서/범일119안전센터
구급,1차출동,2020-12-31 16:26,부산광역시 부산진구 연지동,부산진소방서/부암119안전센터
구급,1차출동,2020-12-31 16:25,부산광역시 영도구 봉래동2가,항만소방서/영선119안전센터
구조,1차출동,2020-12-31 16:25,부산광역시 금정구 부곡동,금정소방서/부곡119안전센터
구급,1차출동,2020-12-31 16:21,부산광역시 중구 중앙동4가,중부소방서/중앙119안전센터
구급,1차출동,2020-12-31 16:21,부산광역시 영도구 청학동,항만소방서/청학119안전센터
구급,1차출동,2020-12-31 16:19,부산광역시 동래구 낙민동,동래소방서/수안119안전센터
구급,1차출동,2020-12-31 16:19,부산광역시 남구 용호동,남부소방서/용당119안전센터
구급,1차출동,2020-12-31 16:14,부산광역시 동래구 온천동,동래소방서/온천119안전센터
기타,1차출동,2020-12-31 16:13,부산광역시 기장군 정관읍 용수리,기장소방서/정관119안전센터
기타,1차출동,2020-12-31 16:12,부산광역시 연제구 연산동,동래소방서/연산119안전센터
구급,1차출동,2020-12-31 16:11,부산광역시 영도구 청학동,항만소방서/청학119안전센터
구조,1차출동,2020-12-31 16:11,부산광역시 중구 영주동,중부소방서/중앙119안전센터
구급,1차출동,2020-12-31 16:08,부산광역시 강서구 대저1동,강서소방서/대저119안전센터
기타,1차출동,2020-12-31 16:01,부산광역시 기장군 기장읍 동부리,기장소방서/기장119안전센터
구조,1차출동,2020-12-31 15:55,부산광역시 서구 남부민동,중부소방서/충무119안전센터
구급,1차출동,2020-12-31 15:50,부산광역시 부산진구 범천동,부산진소방서/안창119안전센터
구급,1차출동,2020-12-31 15:48,부산광역시 해운대구 재송동,해운대소방서/우동119안전센터
구급,1차출동,2020-12-31 15:43,부산광역시 동래구 수안동,동래소방서/수안119안전센터
구급,1차출동,2020-12-31 15:38,부산광역시 연제구 연산동,동래소방서/연산119안전센터
구급,1차출동,2020-12-31 15:38,부산광역시 기장군 정관읍 용수리,기장소방서/정관119안전센터
기타,1차출동,2020-12-31 15:36,부산광역시 해운대구 송정동,기장소방서/송정119안전센터
구급,1차출동,2020-12-31 15:30,부산광역시 해운대구 반여동,해운대소방서/반여119안전센터
기타,1차출동,2020-12-31 15:29,부산광역시 사상구 감전동,북부소방서/감전119안전센터
구급,1차출동,2020-12-31 15:28,부산광역시 해운대구 우동,해운대소방서/우동119안전센터
기타,1차출동,2020-12-31 15:21,부산광역시 부산진구 당감동,부산진소방서/가야119안전센터
구급,1차출동,2020-12-31 15:19,부산광역시 해운대구 송정동,기장소방서/송정119안전센터
구조,1차출동,2020-12-31 15:16,부산광역시 사하구 다대동,사하소방서/다대119안전센터
기타,1차출동,2020-12-31 15:15,부산광역시 부산진구 양정동,동래소방서/양정119안전센터
구급,1차출동,2020-12-31 15:13,부산광역시 수영구 광안동,남부소방서/광안119안전센터
구급,1차출동,2020-12-31 15:13,부산광역시 동구 좌천동,부산진소방서/수정119안전센터
구급,1차출동,2020-12-31 15:06,부산광역시 남구 우암동,남부소방서/감만119안전센터
구조,1차출동,2020-12-31 15:06,부산광역시 북구 만덕동,북부소방서/만덕119안전센터
기타,1차출동,2020-12-31 15:06,부산광역시 동구 초량동,중부소방서/초량119안전센터
구조,1차출동,2020-12-31 15:05,부산광역시 사하구 다대동,사하소방서/다대119안전센터
구급,1차출동,2020-12-31 15:05,부산광역시 영도구 동삼동,항만소방서/동삼119안전센터
구급,1차출동,2020-12-31 15:04,부산광역시 사하구 다대동,사하소방서/다대119안전센터
기타,1차출동,2020-12-31 15:03,부산광역시 부산진구 당감동,부산진소방서/당감119안전센터
기타,1차출동,2020-12-31 15:02,부산광역시 사하구 신평동,사하소방서/신평119안전센터
구급,1차출동,2020-12-31 14:58,부산광역시 강서구 지사동,강서소방서/지사119안전센터
구급,1차출동,2020-12-31 14:55,부산광역시 동래구 안락동,동래소방서/연산119안전센터
구급,1차출동,2020-12-31 14:52,부산광역시 사하구 다대동,사하소방서/다대119안전센터
기타,1차출동,2020-12-31 14:51,부산광역시 영도구 청학동,항만소방서/청학119안전센터
기타,1차출동,2020-12-31 14:49,부산광역시 부산진구 부암동,부산진소방서/부암119안전센터
구급,1차출동,2020-12-31 14:48,부산광역시 사상구 주례동,북부소방서/주례119안전센터
기타,1차출동,2020-12-31 14:47,부산광역시 북구 화명동,북부소방서/화명119안전센터
구조,1차출동,2020-12-31 14:43,부산광역시 영도구 동삼동,항만소방서/동삼119안전센터
구급,1차출동,2020-12-31 14:43,부산광역시 사하구 괴정동,사하소방서/괴정119안전센터
구급,1차출동,2020-12-31 14:41,부산광역시 사상구 감전동,북부소방서/감전119안전센터
기타,1차출동,2020-12-31 14:39,부산광역시 사하구 감천동,사하소방서/감천119안전센터
구급,1차출동,2020-12-31 14:32,부산광역시 해운대구 송정동,기장소방서/송정119안전센터
화재,1차출동,2020-12-31 14:28,부산광역시 강서구 생곡동,강서소방서/지사119안전센터
구급,1차출동,2020-12-31 14:25,부산광역시 해운대구 좌동,해운대소방서/좌동119안전센터
구급,1차출동,2020-12-31 14:25,부산광역시 부산진구 초읍동,부산진소방서/부암119안전센터
구급,1차출동,2020-12-31 14:22,부산광역시 연제구 연산동,동래소방서/연산119안전센터
구급,1차출동,2020-12-31 14:20,부산광역시 부산진구 전포동,부산진소방서/부전119안전센터
기타,1차출동,2020-12-31 14:19,부산광역시 강서구 대저1동,강서소방서/대저119안전센터
기타,1차출동,2020-12-31 14:17,부산광역시 사하구 괴정동,사하소방서/괴정119안전센터
구급,1차출동,2020-12-31 14:15,부산광역시 강서구 명지동,강서소방서/신호119안전센터
구급,1차출동,2020-12-31 14:13,부산광역시 부산진구 부전동,부산진소방서/부전119안전센터
구급,1차출동,2020-12-31 14:13,부산광역시 남구 문현동,부산진소방서/범일119안전센터
